Date,01/02/2020,Material,Brass
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
290.788,334.71,303.15,288.65,284.34,282.34,281.71,281.15,280.46
292.16,334.65,303.27,288.65,284.34,282.28,281.78,281.09,280.4
293.533,334.59,303.27,288.78,284.34,282.4,281.78,281.09,280.4
294.905,334.59,303.34,288.78,284.34,282.4,281.78,281.09,280.46
296.277,334.46,303.34,288.71,284.4,282.34,281.78,281.15,280.4
297.649,334.46,303.34,288.78,284.4,282.4,281.78,281.09,280.4
299.022,334.46,303.4,288.78,284.46,282.4,281.78,281.15,280.4
300.394,334.4,303.46,288.78,284.4,282.4,281.78,281.09,280.4
301.767,334.4,303.46,288.84,284.4,282.4,281.84,281.09,280.4
303.139,334.4,303.46,288.9,284.4,282.46,281.78,281.15,280.4
304.511,334.4,303.52,288.9,284.46,282.4,281.78,281.09,280.4
305.883,334.46,303.52,288.9,284.53,282.4,281.84,281.15,280.4
307.256,334.34,303.52,288.96,284.46,282.46,281.84,281.15,280.46
308.629,334.34,303.59,288.9,284.53,282.46,281.84,281.15,280.4
310.001,334.34,303.59,288.96,284.53,282.46,281.84,281.15,280.4
311.373,334.28,303.59,289.03,284.59,282.53,281.84,281.15,280.4
312.745,334.28,303.59,289.03,284.53,282.53,281.84,281.21,280.4
314.117,334.15,303.52,289.03,284.53,282.53,281.78,281.15,280.4
315.49,334.15,303.52,289.09,284.59,282.53,281.84,281.21,280.4
316.862,334.03,303.52,289.09,284.53,282.53,281.84,281.15,280.4
318.234,334.09,303.52,289.03,284.59,282.53,281.84,281.15,280.4
319.606,334.34,303.46,289.03,284.59,282.53,281.9,281.15,280.4
320.978,334.65,303.52,289.03,284.59,282.53,281.84,281.15,280.4
322.35,334.96,303.46,289.09,284.59,282.59,281.84,281.21,280.34
323.724,335.15,303.52,289.09,284.59,282.53,281.84,281.15,280.4
325.096,335.28,303.46,289.09,284.59,282.59,281.84,281.21,280.46
326.468,335.28,303.46,289.09,284.59,282.59,281.9,281.15,280.46
327.84,335.21,303.52,289.15,284.59,282.59,281.84,281.21,280.4
329.212,335.28,303.59,289.15,284.65,282.59,281.84,281.21,280.4
330.584,335.28,303.59,289.21,284.71,282.59,281.9,281.15,280.4
331.957,335.28,303.59,289.21,284.71,282.65,281.9,281.15,280.4
333.329,335.4,303.65,289.21,284.71,282.59,281.9,281.21,280.4
334.702,335.53,303.59,289.21,284.71,282.59,281.96,281.15,280.4
336.074,335.71,303.65,289.27,284.65,282.65,281.9,281.15,280.34
337.446,335.84,303.65,289.27,284.65,282.65,281.9,281.21,280.4
338.818,335.96,303.65,289.21,284.71,282.71,281.96,281.21,280.4
340.19,336.03,303.59,289.21,284.71,282.65,281.96,281.21,280.4
341.563,335.96,303.52,289.27,284.65,282.65,281.96,281.21,280.4
342.935,335.96,303.52,289.21,284.65,282.65,281.9,281.21,280.34
344.308,336.03,303.46,289.21,284.65,282.71,281.96,281.21,280.34
345.68,336.03,303.46,289.21,284.65,282.59,281.9,281.21,280.4
347.052,336.03,303.46,289.21,284.65,282.59,281.9,281.15,280.4
348.424,336.09,303.46,289.21,284.65,282.59,281.9,281.15,280.4
349.797,336.15,303.46,289.15,284.65,282.59,281.9,281.15,280.34
351.169,336.15,303.4,289.15,284.59,282.59,281.84,281.21,280.4
352.541,336.21,303.4,289.15,284.59,282.59,281.9,281.15,280.4
353.913,336.34,303.46,289.15,284.59,282.59,281.84,281.15,280.34
355.285,336.4,303.46,289.15,284.65,282.59,281.9,281.15,280.4
356.657,336.46,303.46,289.15,284.59,282.59,281.84,281.15,280.34
358.031,336.4,303.52,289.09,284.59,282.59,281.84,281.15,280.4
359.403,336.46,303.59,289.21,284.71,282.65,281.9,281.21,280.4
